"","...1","age","university","housing","duration","contact","marital","previous","y"
"20478",20478,31,"yes","no",201,"cellular","married",0,"no"
"20479",20479,51,"no","yes",234,"cellular","married",0,"no"
"20480",20480,37,"yes","yes",191,"cellular","married",0,"no"
"20481",20481,30,"yes","yes",433,"cellular","single",0,"no"
"20482",20482,48,"no","yes",1181,"cellular","married",0,"yes"
"20483",20483,48,"no","yes",92,"cellular","married",0,"no"
"20484",20484,53,"yes","yes",1133,"cellular","married",0,"yes"
"20485",20485,37,"no","yes",76,"cellular","married",0,"no"
"20486",20486,42,"yes","yes",91,"cellular","married",0,"no"
"20487",20487,35,"no","yes",536,"cellular","divorced",0,"no"
"20488",20488,33,"no","no",398,"cellular","married",0,"no"
"20489",20489,38,"no","no",104,"cellular","single",0,"no"
"20490",20490,49,"yes","no",297,"cellular","married",0,"no"
"20491",20491,31,"no","yes",193,"cellular","single",0,"no"
"20492",20492,36,"no","yes",127,"cellular","single",0,"no"
"20493",20493,33,"yes","no",72,"cellular","married",0,"no"
"20494",20494,50,"no","no",137,"cellular","married",0,"no"
"20495",20495,48,"yes","yes",58,"telephone","married",0,"no"
"20496",20496,43,"no","no",926,"cellular","married",0,"yes"
"20497",20497,35,"yes","no",117,"cellular","married",0,"no"
"20498",20498,46,"yes","yes",121,"cellular","divorced",0,"no"
"20499",20499,32,"yes","no",226,"cellular","married",0,"no"
"20500",20500,37,"yes","no",355,"cellular","divorced",0,"no"
"20501",20501,33,"no","no",587,"cellular","married",0,"yes"
"20502",20502,43,"yes","no",111,"cellular","divorced",0,"no"
"20503",20503,39,"no","no",139,"cellular","married",0,"no"
"20504",20504,32,"yes","yes",83,"cellular","married",0,"no"
"20505",20505,45,"no","no",97,"cellular","married",0,"no"
"20506",20506,45,"yes","no",632,"cellular","married",0,"no"
"20507",20507,35,"yes","no",186,"cellular","married",0,"no"
"20508",20508,35,"yes","no",112,"cellular","married",0,"no"
"20509",20509,32,"yes","no",225,"cellular","divorced",0,"no"
"20510",20510,35,"yes","no",253,"cellular","married",0,"no"
"20511",20511,35,"no","no",112,"cellular","married",0,"no"
"20512",20512,35,"yes","yes",284,"cellular","married",0,"no"
"20513",20513,35,"no","no",306,"cellular","married",0,"no"
"20514",20514,35,"yes","no",696,"cellular","married",0,"yes"
"20515",20515,33,"yes","no",66,"cellular","married",0,"no"
"20516",20516,32,"yes","yes",114,"cellular","single",0,"no"
"20517",20517,42,"yes","no",105,"cellular","single",0,"no"
"20518",20518,42,"yes","yes",578,"cellular","single",0,"no"
"20519",20519,29,"yes","yes",116,"cellular","married",0,"no"
"20520",20520,59,"no","yes",464,"cellular","married",0,"no"
"20521",20521,32,"yes","yes",134,"cellular","married",0,"no"
"20522",20522,53,"no","yes",158,"cellular","married",0,"no"
"20523",20523,32,"yes","yes",645,"cellular","single",0,"yes"
"20524",20524,46,"yes","no",246,"cellular","married",0,"no"
"20525",20525,32,"no","yes",473,"cellular","single",0,"yes"
"20526",20526,50,"yes","yes",304,"cellular","married",0,"no"
"20527",20527,31,"no","yes",559,"cellular","single",0,"yes"
"20528",20528,32,"yes","no",264,"cellular","single",0,"no"
"20529",20529,44,"no","yes",100,"cellular","married",0,"no"
"20530",20530,32,"yes","no",1092,"cellular","single",0,"yes"
"20531",20531,41,"no","no",174,"cellular","married",0,"no"
"20532",20532,41,"no","yes",127,"cellular","married",0,"no"
"20533",20533,49,"no","yes",128,"telephone","divorced",0,"no"
"20534",20534,36,"yes","yes",1344,"cellular","single",0,"yes"
"20535",20535,41,"no","yes",127,"cellular","married",0,"no"
"20536",20536,35,"yes","no",218,"cellular","single",0,"no"
"20537",20537,53,"no","yes",178,"cellular","married",0,"no"
"20538",20538,31,"yes","yes",1307,"cellular","single",0,"yes"
"20539",20539,56,"yes","yes",153,"cellular","married",0,"no"
"20540",20540,41,"no","yes",1344,"cellular","married",0,"yes"
"20541",20541,58,"no","no",168,"cellular","married",0,"no"
"20542",20542,48,"no","no",213,"cellular","married",0,"no"
"20543",20543,46,"no","yes",978,"cellular","married",0,"yes"
"20544",20544,54,"no","yes",781,"cellular","married",0,"no"
"20545",20545,32,"yes","no",588,"cellular","married",0,"no"
"20546",20546,38,"no","yes",75,"cellular","divorced",0,"no"
"20547",20547,31,"no","no",145,"cellular","married",0,"no"
"20548",20548,46,"no","yes",42,"cellular","married",0,"no"
"20549",20549,54,"no","yes",50,"cellular","married",0,"no"
"20550",20550,32,"yes","no",432,"cellular","single",0,"yes"
"20551",20551,40,"yes","no",454,"cellular","married",0,"no"
"20552",20552,32,"yes","no",1613,"cellular","single",0,"yes"
"20553",20553,31,"yes","no",141,"cellular","married",0,"no"
"20554",20554,54,"no","yes",439,"cellular","married",0,"no"
"20555",20555,34,"yes","no",136,"cellular","single",0,"no"
"20556",20556,53,"yes","no",864,"cellular","married",0,"no"
"20557",20557,49,"no","no",474,"cellular","married",0,"no"
"20558",20558,30,"no","no",216,"cellular","single",0,"no"
"20559",20559,36,"yes","no",459,"cellular","single",0,"no"
"20560",20560,31,"yes","yes",128,"cellular","single",0,"no"
"20561",20561,33,"yes","yes",418,"cellular","married",0,"no"
"20562",20562,33,"yes","yes",226,"cellular","single",0,"no"
"20563",20563,46,"no","yes",252,"cellular","married",0,"no"
"20564",20564,48,"no","no",134,"cellular","married",0,"no"
"20565",20565,52,"no","yes",140,"cellular","divorced",0,"no"
"20566",20566,39,"yes","yes",180,"cellular","divorced",0,"no"
"20567",20567,52,"no","yes",483,"cellular","married",0,"no"
"20568",20568,31,"yes","no",409,"cellular","single",0,"no"
"20569",20569,32,"no","yes",222,"cellular","single",0,"no"
"20570",20570,33,"yes","yes",664,"cellular","married",0,"yes"
"20571",20571,57,"yes","no",612,"cellular","married",0,"no"
"20572",20572,31,"no","no",129,"cellular","married",0,"no"
"20573",20573,45,"yes","yes",1735,"cellular","married",0,"yes"
"20574",20574,54,"yes","yes",243,"cellular","married",0,"no"
"20575",20575,56,"no","yes",178,"cellular","married",0,"no"
"20576",20576,38,"no","yes",124,"cellular","married",0,"no"
"20577",20577,44,"no","yes",284,"cellular","married",0,"no"
"20578",20578,33,"no","no",129,"cellular","married",0,"no"
"20579",20579,34,"no","yes",228,"cellular","married",0,"no"
"20580",20580,33,"no","yes",940,"cellular","married",0,"yes"
"20581",20581,32,"yes","yes",460,"cellular","single",0,"no"
"20582",20582,32,"no","yes",796,"cellular","married",0,"yes"
"20583",20583,54,"no","yes",136,"cellular","married",0,"no"
"20584",20584,46,"no","yes",58,"cellular","married",0,"no"
"20585",20585,31,"yes","yes",465,"cellular","single",0,"no"
"20586",20586,54,"no","no",112,"cellular","married",0,"no"
"20587",20587,47,"no","no",204,"cellular","divorced",0,"no"
"20588",20588,32,"no","yes",711,"cellular","married",0,"no"
"20589",20589,34,"yes","no",121,"cellular","single",0,"no"
"20590",20590,46,"no","no",83,"cellular","married",0,"no"
"20591",20591,54,"no","no",321,"cellular","married",0,"no"
"20592",20592,41,"no","no",1476,"cellular","married",0,"no"
"20593",20593,35,"yes","no",204,"cellular","married",0,"no"
"20594",20594,41,"no","yes",161,"cellular","married",0,"no"
"20595",20595,36,"yes","yes",120,"cellular","married",0,"no"
"20596",20596,46,"no","no",507,"cellular","married",0,"no"
"20597",20597,31,"yes","yes",77,"cellular","divorced",0,"no"
"20598",20598,60,"no","yes",767,"telephone","married",0,"no"
"20599",20599,54,"no","yes",388,"cellular","married",0,"no"
"20600",20600,56,"no","yes",106,"cellular","married",0,"no"
"20601",20601,32,"yes","yes",168,"cellular","single",0,"no"
"20602",20602,35,"yes","yes",239,"cellular","married",0,"no"
"20603",20603,57,"no","no",139,"cellular","married",0,"no"
"20604",20604,29,"no","yes",78,"cellular","single",0,"no"
"20605",20605,29,"no","yes",536,"cellular","single",0,"no"
"20606",20606,36,"yes","yes",295,"cellular","married",0,"no"
"20607",20607,32,"yes","yes",224,"cellular","married",0,"no"
"20608",20608,35,"yes","yes",156,"cellular","married",0,"no"
"20609",20609,34,"yes","yes",206,"cellular","married",0,"no"
"20610",20610,33,"yes","no",317,"cellular","single",0,"no"
"20611",20611,30,"no","no",176,"cellular","married",0,"no"
"20612",20612,35,"no","yes",69,"cellular","married",0,"no"
"20613",20613,44,"no","yes",244,"cellular","married",0,"no"
"20614",20614,46,"no","yes",114,"cellular","married",0,"no"
"20615",20615,35,"yes","yes",132,"cellular","single",0,"no"
"20616",20616,41,"no","no",186,"cellular","married",0,"no"
"20617",20617,30,"no","no",128,"cellular","married",0,"no"
"20618",20618,30,"no","yes",78,"cellular","married",0,"no"
"20619",20619,44,"no","no",128,"cellular","married",0,"no"
"20620",20620,30,"no","no",100,"cellular","married",0,"no"
"20621",20621,51,"yes","yes",96,"cellular","married",0,"no"
"20622",20622,32,"yes","yes",1842,"cellular","married",0,"yes"
"20623",20623,51,"yes","no",332,"cellular","married",0,"no"
"20624",20624,33,"yes","no",159,"cellular","single",0,"no"
"20625",20625,34,"yes","no",127,"telephone","single",0,"no"
"20626",20626,31,"no","no",303,"cellular","single",0,"no"
"20627",20627,45,"no","yes",969,"cellular","married",0,"yes"
"20628",20628,59,"yes","no",295,"cellular","married",0,"no"
"20629",20629,38,"yes","no",157,"cellular","married",0,"no"
"20630",20630,32,"yes","no",823,"cellular","single",0,"yes"
"20631",20631,38,"yes","no",58,"cellular","married",0,"no"
"20632",20632,33,"no","no",703,"cellular","married",0,"yes"
"20633",20633,43,"yes","no",618,"telephone","married",0,"yes"
"20634",20634,47,"no","yes",370,"cellular","married",0,"no"
"20635",20635,31,"yes","yes",55,"cellular","single",0,"no"
"20636",20636,58,"yes","yes",225,"cellular","married",0,"no"
"20637",20637,58,"yes","no",460,"cellular","married",0,"no"
"20638",20638,32,"yes","yes",93,"cellular","single",0,"no"
"20639",20639,35,"yes","yes",455,"cellular","married",0,"yes"
"20640",20640,51,"yes","no",214,"telephone","single",0,"no"
"20641",20641,52,"no","no",139,"cellular","married",0,"no"
"20642",20642,44,"no","no",57,"cellular","divorced",0,"no"
"20643",20643,38,"yes","no",107,"cellular","married",0,"no"
"20644",20644,46,"no","no",239,"cellular","married",0,"no"
"20645",20645,36,"yes","no",142,"cellular","single",0,"no"
"20646",20646,56,"yes","yes",287,"cellular","married",0,"no"
"20647",20647,39,"no","yes",86,"cellular","married",0,"no"
"20648",20648,40,"no","no",258,"cellular","married",0,"no"
"20649",20649,34,"yes","no",185,"cellular","divorced",0,"no"
"20650",20650,39,"no","no",458,"cellular","married",0,"no"
"20651",20651,54,"no","no",211,"cellular","married",0,"no"
"20652",20652,57,"yes","yes",73,"cellular","single",0,"no"
"20653",20653,33,"yes","yes",121,"cellular","single",0,"no"
"20654",20654,54,"no","yes",900,"cellular","married",0,"no"
"20655",20655,57,"yes","yes",143,"cellular","single",0,"no"
"20656",20656,57,"yes","yes",334,"cellular","single",0,"no"
"20657",20657,57,"yes","no",112,"cellular","single",0,"no"
"20658",20658,55,"no","no",88,"cellular","divorced",0,"no"
"20659",20659,32,"yes","yes",123,"cellular","married",0,"no"
"20660",20660,29,"no","yes",106,"cellular","single",0,"no"
"20661",20661,40,"no","yes",115,"cellular","married",0,"no"
"20662",20662,46,"yes","yes",73,"cellular","married",0,"no"
"20663",20663,42,"yes","yes",71,"cellular","married",0,"no"
"20664",20664,33,"yes","yes",110,"cellular","single",0,"no"
"20665",20665,57,"yes","no",846,"cellular","married",0,"yes"
"20666",20666,42,"yes","yes",334,"cellular","married",0,"no"
"20667",20667,34,"yes","no",105,"cellular","divorced",0,"no"
"20668",20668,34,"yes","yes",109,"cellular","divorced",0,"no"
"20669",20669,42,"yes","no",110,"cellular","married",0,"no"
"20670",20670,58,"yes","no",233,"cellular","married",0,"no"
"20671",20671,48,"no","yes",57,"cellular","married",0,"no"
"20672",20672,30,"yes","no",96,"cellular","married",0,"no"
"20673",20673,42,"yes","no",58,"cellular","married",0,"no"
"20674",20674,44,"yes","no",227,"cellular","married",0,"no"
"20675",20675,48,"yes","no",127,"cellular","married",0,"no"
"20676",20676,36,"yes","yes",283,"cellular","divorced",0,"no"
"20677",20677,54,"yes","yes",104,"cellular","single",0,"no"
"20678",20678,41,"yes","yes",206,"cellular","married",0,"no"
"20679",20679,31,"no","yes",91,"cellular","married",0,"no"
"20680",20680,31,"no","yes",170,"cellular","married",0,"no"
"20681",20681,41,"yes","yes",460,"cellular","married",0,"no"
"20682",20682,33,"yes","no",690,"cellular","single",0,"no"
"20683",20683,45,"no","yes",100,"cellular","married",0,"no"
"20684",20684,31,"yes","yes",127,"cellular","single",0,"no"
"20685",20685,40,"no","yes",192,"cellular","married",0,"no"
"20686",20686,35,"no","yes",114,"cellular","single",0,"no"
"20687",20687,32,"no","yes",159,"cellular","married",0,"no"
"20688",20688,29,"yes","no",183,"cellular","married",0,"no"
"20689",20689,29,"yes","no",80,"cellular","married",0,"no"
"20690",20690,55,"yes","no",144,"cellular","married",0,"no"
"20691",20691,45,"no","no",132,"cellular","married",0,"no"
"20692",20692,57,"yes","yes",86,"cellular","single",0,"no"
"20693",20693,52,"no","no",269,"cellular","married",0,"no"
"20694",20694,54,"no","yes",73,"cellular","married",0,"no"
"20695",20695,54,"no","yes",261,"cellular","married",0,"no"
"20696",20696,31,"no","yes",409,"cellular","married",0,"no"
"20697",20697,34,"yes","yes",100,"cellular","single",0,"no"
"20698",20698,54,"no","yes",60,"cellular","married",0,"no"
"20699",20699,34,"yes","yes",165,"cellular","single",0,"no"
"20700",20700,31,"yes","yes",94,"cellular","single",0,"no"
"20701",20701,45,"no","no",325,"cellular","married",0,"no"
"20702",20702,54,"no","no",88,"cellular","married",0,"no"
"20703",20703,29,"yes","no",201,"cellular","married",0,"no"
"20704",20704,57,"yes","no",182,"cellular","married",0,"no"
"20705",20705,54,"no","yes",403,"cellular","married",0,"no"
"20706",20706,50,"yes","yes",1149,"cellular","married",0,"yes"
"20707",20707,39,"yes","yes",130,"cellular","divorced",0,"no"
"20708",20708,33,"yes","yes",827,"telephone","single",0,"yes"
"20709",20709,40,"no","no",119,"cellular","married",0,"no"
"20710",20710,40,"no","yes",286,"cellular","married",0,"no"
"20711",20711,39,"no","no",271,"cellular","married",0,"no"
"20712",20712,39,"yes","yes",169,"cellular","single",0,"no"
"20713",20713,30,"no","yes",143,"cellular","married",0,"no"
"20714",20714,52,"yes","yes",81,"cellular","married",0,"no"
"20715",20715,59,"no","yes",145,"cellular","married",0,"no"
"20716",20716,44,"yes","yes",641,"cellular","married",0,"yes"
"20717",20717,34,"yes","no",62,"cellular","single",0,"no"
"20718",20718,46,"no","no",151,"cellular","married",0,"no"
"20719",20719,31,"no","yes",87,"cellular","married",0,"no"
"20720",20720,34,"yes","no",202,"cellular","married",0,"no"
"20721",20721,34,"yes","yes",270,"cellular","married",0,"no"
"20722",20722,30,"no","yes",299,"cellular","married",0,"no"
"20723",20723,57,"yes","yes",404,"cellular","single",0,"yes"
"20724",20724,39,"no","yes",657,"cellular","married",0,"yes"
"20725",20725,58,"no","no",180,"cellular","married",0,"no"
"20726",20726,52,"no","yes",203,"cellular","married",0,"no"
"20727",20727,33,"yes","yes",66,"cellular","single",0,"no"
"20728",20728,32,"yes","yes",78,"cellular","married",0,"no"
"20729",20729,56,"yes","yes",78,"cellular","married",0,"no"
"20730",20730,53,"yes","yes",79,"cellular","married",0,"no"
"20731",20731,54,"no","yes",250,"cellular","married",0,"no"
"20732",20732,60,"no","no",707,"cellular","married",0,"yes"
"20733",20733,32,"yes","yes",141,"cellular","single",0,"no"
"20734",20734,50,"no","yes",737,"cellular","married",0,"yes"
"20735",20735,55,"yes","yes",150,"cellular","married",0,"no"
"20736",20736,34,"yes","yes",324,"cellular","divorced",0,"no"
"20737",20737,35,"no","yes",156,"cellular","single",0,"no"
"20738",20738,31,"no","no",112,"cellular","married",0,"no"
"20739",20739,58,"yes","yes",328,"cellular","married",0,"no"
"20740",20740,31,"yes","yes",156,"cellular","married",0,"no"
"20741",20741,31,"yes","yes",376,"cellular","married",0,"no"
"20742",20742,44,"no","yes",260,"cellular","married",0,"no"
"20743",20743,46,"no","no",871,"cellular","married",0,"yes"
"20744",20744,32,"yes","yes",89,"cellular","married",0,"no"
"20745",20745,48,"no","yes",110,"cellular","married",0,"no"
"20746",20746,57,"no","no",175,"cellular","married",0,"no"
"20747",20747,57,"no","yes",122,"cellular","married",0,"no"
"20748",20748,57,"no","yes",145,"cellular","married",0,"no"
"20749",20749,34,"no","yes",98,"cellular","married",0,"no"
"20750",20750,34,"no","no",165,"cellular","married",0,"no"
"20751",20751,40,"no","no",838,"cellular","married",0,"yes"
"20752",20752,34,"no","yes",684,"cellular","married",0,"no"
"20753",20753,44,"no","yes",310,"cellular","married",0,"no"
"20754",20754,46,"no","no",98,"cellular","married",0,"no"
"20755",20755,33,"yes","no",79,"telephone","single",0,"no"
"20756",20756,44,"no","no",15,"cellular","married",0,"no"
"20757",20757,34,"yes","yes",1038,"cellular","single",0,"yes"
"20758",20758,52,"yes","no",559,"cellular","divorced",0,"no"
"20759",20759,47,"no","yes",136,"cellular","married",0,"no"
"20760",20760,37,"no","yes",733,"cellular","married",0,"no"
"20761",20761,34,"no","yes",713,"cellular","married",0,"no"
"20762",20762,29,"no","yes",243,"cellular","single",0,"no"
"20763",20763,31,"no","no",104,"cellular","single",0,"no"
"20764",20764,46,"yes","no",517,"cellular","married",0,"no"
"20765",20765,52,"no","no",217,"cellular","married",0,"no"
"20766",20766,44,"no","no",195,"cellular","married",0,"no"
"20767",20767,32,"yes","yes",343,"cellular","married",0,"no"
"20768",20768,41,"yes","yes",116,"cellular","single",0,"no"
"20769",20769,57,"yes","yes",96,"cellular","divorced",0,"no"
"20770",20770,33,"yes","yes",111,"cellular","married",0,"no"
"20771",20771,51,"no","no",158,"cellular","married",0,"no"
"20772",20772,49,"no","no",92,"cellular","married",0,"no"
"20773",20773,34,"no","no",327,"cellular","married",0,"no"
"20774",20774,54,"yes","no",990,"cellular","married",0,"yes"
"20775",20775,48,"yes","yes",523,"cellular","married",0,"no"
"20776",20776,59,"no","yes",160,"cellular","married",0,"no"
"20777",20777,35,"no","yes",152,"cellular","single",0,"no"
"20778",20778,36,"yes","no",69,"cellular","single",0,"no"
"20779",20779,37,"no","yes",144,"cellular","single",0,"no"
"20780",20780,36,"yes","yes",529,"cellular","single",0,"yes"
"20781",20781,55,"yes","no",363,"cellular","married",0,"no"
"20782",20782,41,"no","no",76,"cellular","married",0,"no"
"20783",20783,49,"no","yes",342,"cellular","married",0,"no"
"20784",20784,39,"yes","yes",306,"telephone","married",0,"yes"
"20785",20785,33,"no","yes",31,"cellular","married",0,"no"
"20786",20786,30,"yes","yes",75,"cellular","single",0,"no"
"20787",20787,54,"no","yes",111,"cellular","married",0,"no"
"20788",20788,29,"yes","yes",68,"cellular","single",0,"no"
"20789",20789,34,"no","no",1148,"cellular","married",0,"yes"
"20790",20790,29,"no","yes",257,"cellular","single",0,"no"
"20791",20791,45,"yes","yes",99,"cellular","single",0,"no"
"20792",20792,37,"yes","no",356,"cellular","married",0,"no"
"20793",20793,29,"no","yes",212,"cellular","single",0,"no"
"20794",20794,30,"yes","no",139,"cellular","married",0,"no"
"20795",20795,51,"no","no",490,"telephone","married",0,"no"
"20796",20796,54,"no","yes",175,"cellular","married",0,"no"
"20797",20797,59,"no","no",130,"cellular","married",0,"no"
"20798",20798,52,"no","yes",121,"cellular","married",0,"no"
"20799",20799,54,"yes","yes",78,"cellular","married",0,"no"
"20800",20800,57,"yes","no",73,"cellular","married",0,"no"
"20801",20801,31,"no","yes",84,"cellular","married",0,"no"
"20802",20802,32,"yes","no",168,"cellular","single",0,"no"
"20803",20803,56,"yes","no",388,"cellular","married",0,"no"
"20804",20804,39,"yes","no",99,"cellular","divorced",0,"no"
"20805",20805,44,"no","yes",418,"cellular","divorced",0,"no"
"20806",20806,31,"yes","no",222,"cellular","single",0,"no"
"20807",20807,34,"no","yes",73,"cellular","married",0,"no"
"20808",20808,51,"no","no",202,"cellular","married",0,"no"
"20809",20809,46,"no","yes",394,"cellular","married",0,"no"
"20810",20810,31,"yes","yes",109,"cellular","married",0,"no"
"20811",20811,51,"no","yes",233,"cellular","married",0,"no"
"20812",20812,57,"yes","no",338,"cellular","married",0,"no"
"20813",20813,57,"yes","yes",107,"cellular","single",0,"no"
"20814",20814,30,"yes","no",163,"cellular","married",0,"no"
"20815",20815,31,"yes","yes",86,"cellular","single",0,"no"
"20816",20816,59,"yes","yes",83,"cellular","married",0,"no"
"20817",20817,45,"no","yes",399,"cellular","married",0,"no"
"20818",20818,31,"yes","yes",274,"cellular","married",0,"no"
"20819",20819,55,"no","yes",150,"cellular","divorced",0,"no"
"20820",20820,34,"yes","yes",209,"cellular","single",0,"no"
"20821",20821,34,"yes","yes",67,"cellular","single",0,"no"
"20822",20822,32,"yes","yes",75,"cellular","single",0,"no"
"20823",20823,35,"yes","no",181,"cellular","married",0,"no"
"20824",20824,59,"no","no",413,"cellular","married",0,"no"
"20825",20825,48,"no","no",58,"cellular","married",0,"no"
"20826",20826,33,"yes","yes",399,"cellular","married",0,"no"
"20827",20827,45,"no","no",48,"cellular","married",0,"no"
"20828",20828,42,"yes","yes",275,"cellular","single",0,"no"
"20829",20829,31,"no","yes",449,"cellular","single",0,"no"
"20830",20830,35,"no","yes",536,"cellular","single",0,"no"
"20831",20831,32,"yes","yes",158,"cellular","single",0,"no"
"20832",20832,33,"yes","no",113,"cellular","married",0,"no"
"20833",20833,45,"yes","no",127,"cellular","single",0,"no"
"20834",20834,58,"no","no",740,"cellular","married",0,"no"
"20835",20835,33,"yes","no",75,"cellular","married",0,"no"
"20836",20836,50,"yes","yes",178,"cellular","single",0,"no"
"20837",20837,32,"yes","no",65,"cellular","single",0,"no"
"20838",20838,33,"no","no",152,"cellular","married",0,"no"
"20839",20839,44,"no","no",464,"cellular","married",0,"no"
"20840",20840,49,"no","no",96,"cellular","married",0,"no"
"20841",20841,33,"no","no",64,"cellular","single",0,"no"
"20842",20842,53,"no","yes",76,"cellular","married",0,"no"
"20843",20843,32,"yes","yes",106,"cellular","married",0,"no"
"20844",20844,48,"no","no",81,"cellular","married",0,"no"
"20845",20845,32,"no","no",169,"cellular","single",0,"no"
"20846",20846,33,"no","no",103,"cellular","single",0,"no"
"20847",20847,52,"no","no",82,"cellular","married",0,"no"
"20848",20848,45,"no","yes",152,"cellular","married",0,"no"
"20849",20849,34,"yes","yes",90,"cellular","single",0,"no"
"20850",20850,34,"yes","yes",115,"cellular","single",0,"no"
"20851",20851,30,"yes","yes",67,"cellular","married",0,"no"
"20852",20852,33,"yes","yes",175,"cellular","single",0,"no"
"20853",20853,39,"no","yes",110,"cellular","married",0,"no"
"20854",20854,30,"yes","yes",123,"cellular","married",0,"no"
"20855",20855,33,"no","yes",719,"cellular","single",0,"no"
"20856",20856,31,"no","yes",125,"cellular","married",0,"no"
"20857",20857,57,"yes","no",259,"cellular","married",0,"no"
"20858",20858,42,"no","yes",81,"cellular","married",0,"no"
"20859",20859,31,"no","yes",373,"cellular","married",0,"no"
"20860",20860,42,"no","no",36,"cellular","married",0,"no"
"20861",20861,42,"no","yes",157,"cellular","married",0,"no"
"20862",20862,42,"no","yes",133,"cellular","married",0,"no"
"20863",20863,30,"yes","no",106,"cellular","divorced",0,"no"
"20864",20864,31,"no","yes",707,"cellular","married",0,"yes"
"20865",20865,31,"no","yes",144,"cellular","single",0,"no"
"20866",20866,31,"no","yes",360,"cellular","single",0,"no"
"20867",20867,35,"no","yes",55,"cellular","single",0,"no"
"20868",20868,23,"yes","yes",87,"cellular","married",0,"no"
"20869",20869,41,"yes","yes",266,"cellular","married",0,"no"
"20870",20870,45,"no","yes",149,"cellular","married",0,"no"
"20871",20871,31,"yes","no",366,"cellular","married",0,"no"
"20872",20872,31,"no","no",87,"cellular","married",0,"no"
"20873",20873,35,"yes","no",96,"cellular","married",0,"no"
"20874",20874,32,"yes","yes",85,"cellular","single",0,"no"
"20875",20875,55,"no","no",169,"cellular","married",0,"no"
"20876",20876,54,"no","yes",250,"cellular","married",0,"no"
"20877",20877,32,"yes","no",109,"cellular","single",0,"no"
"20878",20878,32,"yes","yes",206,"cellular","single",0,"no"
"20879",20879,31,"no","no",184,"cellular","married",0,"no"
"20880",20880,45,"no","yes",41,"cellular","married",0,"no"
"20881",20881,54,"yes","yes",252,"cellular","married",0,"no"
"20882",20882,32,"no","yes",154,"cellular","married",0,"no"
"20883",20883,31,"yes","no",103,"cellular","single",0,"no"
"20884",20884,34,"yes","yes",137,"cellular","married",0,"no"
"20885",20885,35,"no","yes",238,"cellular","single",0,"no"
"20886",20886,34,"yes","no",55,"cellular","married",0,"no"
"20887",20887,36,"no","yes",125,"cellular","married",0,"no"
"20888",20888,34,"yes","yes",98,"cellular","single",0,"no"
"20889",20889,47,"no","yes",107,"cellular","married",0,"no"
"20890",20890,42,"yes","yes",71,"cellular","married",0,"no"
"20891",20891,49,"no","yes",151,"cellular","married",0,"no"
"20892",20892,54,"no","no",169,"cellular","married",0,"no"
"20893",20893,45,"no","yes",167,"cellular","married",0,"no"
"20894",20894,56,"no","no",114,"cellular","married",0,"no"
"20895",20895,50,"no","yes",50,"cellular","married",0,"no"
"20896",20896,31,"yes","no",47,"cellular","single",0,"no"
"20897",20897,41,"no","yes",92,"cellular","married",0,"no"
"20898",20898,41,"no","yes",228,"cellular","married",0,"no"
"20899",20899,41,"no","yes",293,"telephone","married",0,"no"
"20900",20900,38,"no","yes",98,"cellular","married",0,"no"
"20901",20901,49,"no","yes",205,"cellular","married",0,"no"
"20902",20902,41,"no","no",107,"cellular","married",0,"no"
"20903",20903,34,"yes","no",260,"cellular","single",0,"no"
"20904",20904,59,"no","yes",152,"cellular","married",0,"no"
"20905",20905,47,"yes","no",200,"cellular","divorced",0,"no"
"20906",20906,49,"no","yes",127,"cellular","divorced",0,"no"
"20907",20907,34,"yes","yes",10,"cellular","married",0,"no"
"20908",20908,33,"yes","yes",273,"cellular","single",0,"no"
"20909",20909,34,"yes","no",101,"cellular","married",0,"no"
"20910",20910,31,"yes","yes",465,"cellular","married",0,"no"
"20911",20911,30,"yes","yes",145,"cellular","married",0,"no"
"20912",20912,36,"no","yes",593,"cellular","married",0,"yes"
"20913",20913,50,"no","yes",93,"cellular","married",0,"no"
"20914",20914,40,"yes","yes",141,"cellular","married",0,"no"
"20915",20915,40,"yes","yes",155,"cellular","married",0,"no"
"20916",20916,33,"yes","yes",370,"cellular","single",0,"no"
"20917",20917,30,"yes","yes",111,"cellular","single",0,"no"
"20918",20918,32,"yes","yes",159,"cellular","single",0,"no"
"20919",20919,36,"yes","yes",1217,"cellular","single",0,"no"
"20920",20920,34,"yes","yes",313,"telephone","single",0,"no"
"20921",20921,35,"no","no",38,"cellular","married",0,"no"
"20922",20922,42,"yes","yes",213,"cellular","single",0,"no"
"20923",20923,51,"no","yes",297,"cellular","married",0,"no"
"20924",20924,54,"yes","yes",128,"cellular","married",0,"no"
"20925",20925,34,"yes","yes",812,"cellular","single",0,"yes"
"20926",20926,32,"yes","no",356,"cellular","single",0,"no"
"20927",20927,32,"yes","yes",605,"cellular","single",0,"no"
"20928",20928,58,"yes","yes",86,"cellular","divorced",0,"no"
"20929",20929,42,"yes","yes",935,"cellular","single",0,"no"
"20930",20930,34,"no","yes",143,"cellular","married",0,"no"
"20931",20931,57,"no","yes",92,"cellular","married",0,"no"
"20932",20932,34,"yes","yes",414,"cellular","married",0,"no"
"20933",20933,31,"yes","yes",95,"cellular","married",0,"no"
"20934",20934,41,"yes","yes",127,"cellular","single",0,"no"
"20935",20935,29,"no","no",103,"cellular","single",0,"no"
"20936",20936,31,"yes","no",69,"cellular","single",0,"no"
"20937",20937,29,"no","no",90,"cellular","single",0,"no"
